@relation valley
@attribute  X19 real 
@attribute  X20 real 
@attribute  X21 real 
@attribute  X22 real 
@attribute  X66 real 
@attribute  X67 real 
@attribute  X68 real 
@attribute  X69 real 
@attribute  X70 real 
@attribute  X71 real 
@attribute  X72 real 
@attribute  X73 real 
@attribute  X74 real 
@attribute  X75 real 
@attribute  X76 real 
@attribute  X77 real 
@attribute  X78 real 
@attribute  X79 real 
@attribute  X80 real 
@attribute  X81 real 
@attribute  X82 real 
@attribute  X83 real 
@attribute  X84 real 
@attribute  X85 real 
@attribute  class {0,1}
@data
127121.4806,129620.4579,132554.9874,136000.9826,112882.116,112867.4968,112855.0474,112844.4458,112835.4177,112827.7296,112821.1825,112815.6072,112810.8594,112806.8163,112803.3733,112800.4413,112797.9445,112795.8183,112794.0076,112792.4657,112791.1527,112790.0345,112789.0823,112788.2714,1
3.275244478,3.274993523,3.274684624,3.274304404,3.191059921,3.207055203,3.220050079,3.230607366,3.239184309,3.246152383,3.25181338,3.256412484,3.260148884,3.263184408,3.265650525,3.267654047,3.269281746,3.270604121,3.271678443,3.272551244,3.273260323,3.273836393,3.274304404,3.274684624,0
177.7995645,177.7992811,177.7989402,177.7985301,169.531507,167.852752,165.8331984,163.4036618,160.4809127,156.9648258,152.7349495,147.6463797,141.5247958,134.1604889,125.3011779,114.6433668,125.3011779,134.1604889,141.5247958,147.6463797,152.7349495,156.9648258,160.4809127,163.4036618,0
23846.37364,23846.34852,23846.31851,23846.28265,23293.19367,23185.42228,23056.65959,22902.81699,22719.00953,22499.40076,22237.01743,21923.52809,21548.97849,21101.47557,20566.80974,19928.00375,19164.77359,18252.88439,17163.38091,18252.88439,19164.77359,19928.00375,20566.80974,21101.47557,0
4129.620763,4172.131567,4226.200942,4294.97163,3973.418178,3973.386922,3973.362347,3973.343026,3973.327835,3973.315891,3973.306501,3973.299118,3973.293314,3973.28875,3973.285162,3973.282341,3973.280123,3973.278379,3973.277008,3973.27593,3973.275082,3973.274416,3973.273892,3973.27348,1
31.24104329,31.24942799,31.26016073,31.27389908,31.21434754,31.21363755,31.21308289,31.21264958,31.21231106,31.2120466,31.21184,31.2116786,31.21155251,31.211454,31.21137704,31.21131693,31.21126996,31.21123327,31.2112046,31.21118221,31.21116471,31.21115105,31.21114037,31.21113203,1
35.82722786,35.82722788,35.82722792,35.82722796,35.83949307,35.84302402,35.84757148,35.85342807,35.86097066,35.87068463,35.88319508,35.89930706,35.92005739,35.94678138,35.98119871,36.02552419,36.08261017,36.15613018,36.25081528,36.37275852,36.52980704,36.73206701,36.992554,37.32803052,1
7.357606685,7.340370179,7.319585495,7.294522231,7.42580635,7.428457945,7.430656884,7.432480439,7.433992693,7.435246788,7.436286795,7.437149261,7.437864495,7.43845763,7.43894951,7.439357421,7.439695697,7.439976226,7.440208865,7.44040179,7.44056178,7.440694459,7.440804487,7.440895733,0
746.8774864,746.8774612,746.8774286,746.8773865,732.2977734,728.0422555,722.544647,715.4424094,706.2671871,694.4139224,679.1009543,659.3184729,633.7619268,600.7459957,633.7619268,659.3184729,679.1009543,694.4139224,706.2671871,715.4424094,722.544647,728.0422555,732.2977734,735.5918298,0
1446.69833,1446.696468,1446.694207,1446.691462,1367.479225,1350.519237,1329.92869,1304.930404,1274.580832,1304.930404,1329.92869,1350.519237,1367.479225,1381.448801,1392.955238,1402.432841,1410.239338,1416.669381,1421.965668,1426.328105,1429.92135,1432.881029,1435.318852,1437.326834,0
16.99293858,16.99056935,16.98772407,16.98430711,16.91637157,16.93115474,16.94346455,16.95371482,16.96225014,16.96935742,16.97527559,16.9802036,16.98430711,16.98772407,16.99056935,16.99293858,16.99491142,16.99655419,16.9979221,16.99906116,17.00000964,17.00079943,17.00145708,17.0020047,0
3.129106311,3.129443696,3.129848532,3.130334305,3.139948703,3.137861047,3.136121221,3.134671273,3.133462905,3.132455868,3.131616615,3.130917194,3.130334305,3.129848532,3.129443696,3.129106311,3.128825139,3.128590814,3.12839553,3.128232783,3.128097152,3.127984119,3.127889918,3.127811413,1
123.6906577,123.6912045,123.6919002,123.6927853,125.853711,125.390409,125.0262491,124.7400159,124.5150337,124.3381955,124.199199,124.0899463,124.0040727,123.9365751,123.8835214,123.8418206,123.8090434,123.7832802,123.7630301,123.7471133,123.7346025,123.724769,123.7170397,123.7109644,1
17.96419314,18.04906498,18.1494934,18.26832985,17.55308723,17.54504343,17.53824563,17.53250082,17.5276459,17.52354302,17.52007568,17.51714544,17.5146691,17.51257635,17.51080777,17.50931315,17.50805005,17.50698261,17.50608051,17.50531816,17.50467389,17.50412942,17.50366929,17.50328044,1
2.100220114,2.108478218,2.118249604,2.129811576,2.062234515,2.06113811,2.060211503,2.059428399,2.058766574,2.058207244,2.057734537,2.057335037,2.056997408,2.056712066,2.056470915,2.056267111,2.05609487,2.055949303,2.05582628,2.05572231,2.055634441,2.05556018,2.05549742,2.05544438,1
393.4418359,393.4418966,393.4419701,393.442059,395.6488958,396.111202,396.6703333,397.3465688,398.1644348,399.1535941,400.3499224,401.7968091,403.5467309,405.6631554,408.2228428,411.3186297,415.0627966,419.5911397,425.0678966,431.6917026,439.702795,449.3917262,461.109902,475.2823262,1
53572.81641,53578.37614,53585.072,53593.13616,57666.59285,56967.35902,56386.76871,55904.6909,55504.41035,55172.04797,54896.07967,54666.93668,54476.67386,54318.69417,54187.5199,54078.60282,53988.16641,53913.07492,53850.72469,53798.95382,53755.96726,53720.2745,53690.63796,53666.03004,1
8144.105871,8144.104977,8144.103876,8144.102521,8076.698121,8061.13155,8041.970375,8018.384535,7989.352296,7953.615985,7909.627508,7855.481292,7788.831729,7706.791569,7605.806842,7481.502904,7328.494923,7140.154615,6908.323101,6622.957471,6271.695722,5839.321241,5307.103623,4651.987269,0
1693.966094,1952.511595,2168.273551,2348.331692,3256.066797,3256.119292,3256.163101,3256.199659,3256.230169,3256.255629,3256.276877,3256.294608,3256.309406,3256.321754,3256.33206,3256.34066,3256.347836,3256.353826,3256.358824,3256.362995,3256.366476,3256.369381,3256.371805,3256.373828,0
1143.635428,1143.635252,1143.635033,1143.634759,1120.884699,1115.267913,1108.264477,1099.53206,1088.643818,1075.06753,1058.139582,1037.032529,1010.714649,977.8995159,1010.714649,1037.032529,1058.139582,1075.06753,1088.643818,1099.53206,1108.264477,1115.267913,1120.884699,1125.389386,0
21084.42987,21074.00957,21060.64693,21043.51112,21103.83361,21107.6869,21110.69172,21113.03491,21114.86214,21116.28703,21117.39818,21118.26465,21118.94034,21119.46725,21119.87813,21120.19854,21120.4484,21120.64325,21120.79519,21120.91367,21121.00606,21121.07811,21121.1343,21121.17811,0
3.158479772,3.15702933,3.155275534,3.15315494,3.15315494,3.155275534,3.15702933,3.158479772,3.159679332,3.160671404,3.161491878,3.162170434,3.162731621,3.16319574,3.16357958,3.163897028,3.164159566,3.164376694,3.164556265,3.164704775,3.164827598,3.164929176,3.165013184,3.165082662,0
192.3685378,192.3685383,192.368539,192.3685398,192.5601452,192.61353,192.6817884,192.7690646,192.880657,193.0233405,193.2057775,193.4390437,193.737301,194.1186565,194.6062625,195.2297219,196.0268851,197.0461482,198.349391,200.0157341,202.1463418,204.8705642,208.3537899,212.8074871,1
24.05709743,24.05710676,24.0571188,24.05713434,29.33107481,30.86688032,32.84991648,30.86688032,29.33107481,28.14163679,27.22045063,26.50701796,25.95448449,25.52656292,25.19514975,24.9384796,24.73969582,24.58574339,24.46651158,24.37416991,24.30265389,24.24726676,24.20437099,24.17114942,1
6.006211041,6.006221079,6.006233573,6.006249122,6.780799912,6.628579182,6.506270996,6.407997307,6.329035153,6.265589669,6.21461171,6.173651312,6.140739947,6.114295917,6.093048343,6.07597608,6.062258648,6.051236797,6.042380824,6.035265118,6.029547703,6.024953803,6.021262641,6.01829682,1
4.675881832,4.675881006,4.675880008,4.675878802,4.646859143,4.64080823,4.633495939,4.624659324,4.613980623,4.601075833,4.585480903,4.566635044,4.543860565,4.516338505,4.483079179,4.442886594,4.394315438,4.335619109,4.264686907,4.178968135,4.075380375,3.950198646,3.798921458,3.616108935,0
1051.757205,1032.593991,1016.391879,1002.69332,927.7860962,927.7789129,927.7728396,927.7677048,927.7633633,927.7596927,927.7565893,927.7539655,927.751747,927.7498714,927.7482856,927.7469448,927.7458112,927.7448528,927.7440425,927.7433573,927.7427781,927.7422883,927.7418743,927.7415242,1
620.9269708,620.9270156,620.927073,620.9271464,638.5283769,643.4596906,649.7725776,657.8541042,668.1997784,681.4439312,698.3986103,681.4439312,668.1997784,657.8541042,649.7725776,643.4596906,638.5283769,634.6762796,631.6672127,629.3166791,627.480559,626.0462733,624.9258805,624.0506854,1
770.0983089,787.3528572,809.4512996,837.7534696,708.6394407,708.6385726,708.6378948,708.6373655,708.6369523,708.6366296,708.6363777,708.636181,708.6360274,708.6359074,708.6358138,708.6357407,708.6356836,708.635639,708.6356042,708.635577,708.6355558,708.6355393,708.6355263,708.6355162,1
10935.93194,10936.38331,10936.91444,10937.53941,11985.12529,11827.19011,11692.97119,11578.90718,11481.97153,11399.59218,11329.58328,11270.08723,11219.52538,11176.55612,11140.03932,11109.00605,11082.63287,11060.22001,11041.17276,11024.98573,11011.22942,10999.53882,10989.60373,10981.16054,1
1.125240623,1.125240378,1.125240064,1.125239663,1.036598816,1.01199129,0.980552627,0.940386479,0.889070067,0.823508036,0.889070067,0.940386479,0.980552627,1.01199129,1.036598816,1.055859506,1.070935146,1.082735081,1.091971072,1.099200225,1.104858594,1.109287487,1.11275405,1.115467382,0
1.523444931,1.523784991,1.52420891,1.524737367,1.532091426,1.530108208,1.528517304,1.52724111,1.526217369,1.525396141,1.524737367,1.52420891,1.523784991,1.523444931,1.523172141,1.522953313,1.522777773,1.522636958,1.522523999,1.522433385,1.522360696,1.522302386,1.522255611,1.522218089,1
141.6842123,141.6843923,141.6846173,141.6848986,167.8461032,162.6069855,158.4170123,155.0660899,152.3861969,150.242958,148.5289073,147.1580988,146.0617976,145.1850331,144.4838424,143.9230667,143.4745875,143.1159172,142.8290714,142.5996671,142.4162014,142.2694752,142.1521312,142.0582855,1
5263.677892,4894.696449,5263.677892,5572.476322,7156.290777,7156.393071,7156.47868,7156.550326,7156.610286,7156.660467,7156.702462,7156.737608,7156.767021,7156.791637,7156.812238,7156.829479,7156.843907,7156.855983,7156.866088,7156.874546,7156.881624,7156.887547,7156.892505,7156.896653,0
16.83653446,16.84328998,16.85147547,16.8613936,16.82256016,16.81942602,16.8168394,16.81470465,16.81294283,16.81148879,16.81028876,16.80929838,16.808481,16.80780642,16.80724968,16.8067902,16.80641099,16.80609803,16.80583974,16.80562657,16.80545064,16.80530545,16.80518562,16.80508672,1
2089.096546,2204.527591,2296.51534,2369.820976,2657.447394,2657.450076,2657.452213,2657.453916,2657.455274,2657.456355,2657.457217,2657.457904,2657.458452,2657.458888,2657.459236,2657.459513,2657.459733,2657.459909,2657.46005,2657.460161,2657.46025,2657.460321,2657.460378,2657.460423,0
