text	label
how long to microwave a frozen dinner	cook_time
what timezone is miami in	timezone
is it recommended to get specific shots before i travel to japan	vaccines
i need to delete my doctor's appointment scheduled for march 15th from my calendar	calendar_update
tell me a blonde joke	tell_joke
cancel my reservation for 4 at red robin	cancel_reservation
please tell me my current gps coordinates	current_location
can you tell me what my may 1st will be like according to my calendar	calendar
how do i apply do get myself a visa	new_card
i was buying qtips today at walmart and my card got declined	card_declined
inform my bank i will be travelling to central africa	travel_notification
travel time to bend, oregon	distance
i need to find somewhere to check my tires out	schedule_maintenance
when does my current job have the next official paid holiday	next_holiday
i'd like to buy a lamp online	order
send my brother mike a text that says i'm home	text
your a bot aren't you	are_you_a_bot
please tell me the status of my southwest flight	flight_status
tell me how much longer i will have to drive to reach the destination	distance
is there any indication my application for a new credit card has been processed	application_status
terminate	cancel
how do i go about setting up direct deposit	direct_deposit
my last card was stolen and i want to know how long until i get my new one	replacement_card_duration
what do my federal taxes look like	taxes
who assembled you	who_made_you
is the milk on the shopping list if not, please add	shopping_list_update
savings account balance at chase bank please	balance
what amount of time would it take me to reach the university by bus	distance
in order to redeem my credit card points, what should i do	redeem_rewards
really dont know	maybe
what can i make for dinner	meal_suggestion
how much farther is orlando from my location	distance
i'm out of toothpaste so will you order me some more	order
pull up my calendar and tell me what i have scheduled for march 30	calendar
how many miles can i drive before changing my oil	oil_change_when
can you find me a recipe for carrot cake	recipe
to what extent until the following three day weekend	next_holiday
"""which is the best way to improve the credit score"	improve_credit_score
whats dollars won in 15	exchange_rate
please get my credit score	credit_score
what is the song that's playing	what_song
where do you want to eat tonight	restaurant_suggestion
how many miles will it take to get to my destination	distance
my chase card expires on what date	expiration_date
tell me the weather for today	weather
look up the kind of fuel i use in my car	gas_type
i need to hear how many points i've obtained on my capital one visa	rewards_balance
can i redeem my points for flights	redeem_rewards
i want to hear my name	user_name
make the volume louder	change_volume
discontinue please	cancel
why did my card not get accepted then	card_declined
find my credit score	credit_score
your accent needs to be changed	change_accent
please dial christie's number	make_call
what is my exact credit score	credit_score
how many carry ons can i take on a flight with american airlines to japan	carry_on
what time is today's meeting	meeting_schedule
please use your whispering voice; i need quiet	whisper_mode
would i need a visa in taiwan	international_visa
send a text for me	text
how much does my bank account have	balance
set up direct deposit	direct_deposit
what is the calorie count for one cookie	calories
can you arrange a meeting for 3:00 on wednesday	schedule_meeting
hello, anyone there	greeting
how long do i have before frozen chicken will go bad	food_last
can i substitute honey for sugar	ingredient_substitution
what is your birthday	how_old_are_you
add to my motivational playlist rap god	update_playlist
what is the meaning of realism	definition
i need to know the content of my list of reminders	reminder
thank ya!	thank_you
how's ife treating you	greeting
help me transfer my 401k	rollover_401k
can you schedule a meeting at 10 am tomorrow with john smith	schedule_meeting
please refer to me as sharon	change_user_name
clear my calendar for april 20th	calendar_update
how's everything	greeting
what's the apr on my credit card	apr
can i have your name	what_is_your_name
what does my credit card charge for their annual percentage rate	apr
where are your origins found	where_are_you_from
locate my phone for me	find_phone
do you have any dogs or cats	do_you_have_pets
im at lax and my bags aren't	lost_luggage
could you please change your accent to the male british one	change_accent
i'm traveling to england soon and want to inform my bank	travel_notification
you can refer to me as frank	change_user_name
find the nutrition info for bell peppers for me	nutrition_info
can you set me a reminder	reminder_update
cancel action	cancel
in england how do they say subway	translate
tell me how to apply for a credit card	new_card
please roll that dice	roll_dice
call mymother	make_call
did i get my day off	pto_request_status
what are the best places to get shrimp in chicago	restaurant_suggestion
has my vacation request been acknowledged	pto_request_status
what is the cost of my rent and water bills	bill_balance
i would like to transfer $5 from savings to checking	transfer
i would like my account frozen	freeze_account
time zone in miami is like what	timezone
am i eligible for a new credit card application	new_card
what are the international transaction fees on my amex	international_fees
false	no
tell me what song this is	what_song
pull up everything i need to make a pasta dish	ingredients_list
help me modify my insurance policy	insurance_change
does it take 5 hrs to get to brooklyn by bus	distance
check to see who is at the doof	smart_home
flip a coin, i choose heads	flip_coin
i want new language	change_language
i have to schedule some car maintenance	schedule_maintenance
i have to meet with sam at 9:00am in two days	schedule_meeting
put on bended knee on my reflection playlist	update_playlist
what was it i wanted to remember	reminder
why are humans on earth	meaning_of_life
i need to know how to spell excellent	spelling
what is the apr for my credit card	apr
see you soon	goodbye
when does my flight arrive	flight_status
later	goodbye
what's the definition of analogy	definition
how old are you today	how_old_are_you
book me a flight to jackson, mississippi from austin texas on american airlines	book_flight
what's that song that is playing now	what_song
what's the due date for the renting bill	bill_due
how full are my tires	tire_pressure
when did my car get looked at last	last_maintenance
repeat my to do list	todo_list
can you get me more checkbooks for my southern account	order_checks
please tell me my current location	current_location
can i get this car's mpg	mpg
what is on my to do list	reminder
what kind of reviews does the olive garden have	restaurant_reviews
which day is it that my payment comes in	payday
should i a gas refill for my car at the next gas station	gas
what hobbies do you do	what_are_your_hobbies
did i go out to eat more than usual	spending_history
make an alarm for tomorrow at twilight	alarm
put spaghetti on my shopping list cause i'm out of it please	shopping_list_update
i didn't catch that	repeat
is it possible to increase my credit limit to $1000	credit_limit_change
how good are the ratings for outback	restaurant_reviews
i want you to play the next song on this playlist	next_song
is there evening reservations available in the eve	accept_reservations
i want you to tell me the minimum i can pay on my rent bill	min_payment
people call me brad	change_user_name
hello there ai	greeting
what is the exact number of my salary	income
i'd like to change the pin on my savings account, please	pin_change
start talking in spanish	change_language
are you a pet owner what kind	do_you_have_pets
if the dollar worth a lot in country b	exchange_rate
what things are on my shopping list today	shopping_list
what interest rate am i getting currently from oak bank	interest_rate
help me find a good reviews hotel in la	book_hotel
can you hook me up with a meeting room on saturday morning at 10am	schedule_meeting
how old are you ai	how_old_are_you
tell me how to change my car's oil, and what type of oil i should buy	oil_change_how
has there been any changes in the status of my credit card application	application_status
tell me what my minimum payment is	min_payment
what's my bank balance	balance
what is my current gross salary	income
what is the credit limit for my navy federal card	credit_limit
before i pay my capital one, what are the most recent transactions i've made	transactions
tell me some fun activities to do in oklahoma city	travel_suggestion
do you know any jokes about librarians	tell_joke
how do i get to new york by bus	directions
how many miles per gallon does this car get in the city	mpg
um, i'm not actually sure	maybe
any news for me regarding my day off request	pto_request_status
please start calling me mandy	change_user_name
how can i keep my credit score from falling	improve_credit_score
what types of activities do you enjoy	what_are_your_hobbies
tell me where i can find my exterminator bill's due date	bill_due
find me the location of the nearest gas station	directions
what ingredients do i need for shrimp scampi	ingredients_list
i want you to roll a 5 sided dice for me	roll_dice
how much cad can i get with my one usd	exchange_rate
i want to remove milk from my shopping list and add bread	shopping_list_update
is grocery shopping on my reminders list	reminder
let's roll some dice	roll_dice
please set the temperature to 70	smart_home
go to the next song now	next_song
i want to pay my bill	pay_bill
transfer $20000 from my savings account to checking account	transfer
please place this track on my driving mix	update_playlist
i want to change your name, please	change_ai_name
can you tell me my routing number for summit	routing
any idea where flight dl123 is right now	flight_status
please book me a place in pittsburgh to stay from monday to friday	book_hotel
what's the date 400 days from now	date
i need to know when i got latest paycheck	payday
how long it takes to get a new replacement card	replacement_card_duration
tell me what edict means	definition
i want seventy bucks transferred from b of a to chase	transfer
i need to know what the latest is with my application for a visa credit card	application_status
how is the traffic near lexington	traffic
what is the apr to my credit card	apr
explain to me how to cash in rewards for my mastercard	redeem_rewards
would you tell me how the ai is doing	greeting
call my bank customer service number	account_blocked
can you find out the latest on my credit card application, i haven't heard an update in some time	application_status
i want whisper mode	whisper_mode
move on to the next song	next_song
could i rent a car out of dallas from april 1-10	car_rental
send a text to ashley and ask her what she wants to do for supper	text
what's the process of making a burrito	recipe
what airlines have flights round trip on april 1st to april 7th from lax to sfo	book_flight
can you confirm i have a reservation at 5 pm on march 13th	confirm_reservation
do you know my credit card's apr	apr
how would i say hello in french	translate
check the status of my order	order_status
what is the exact due date for my mortgage payment	bill_due
tell me a good joke	tell_joke
do i have enough vacation to take a european trip	pto_balance
what's the current count of my pto days	pto_balance
give me the meaning of alternative	definition
please tell me how to increase credit limit for the chase card	credit_limit_change
how long to be seated at carrabas	how_busy
can you slow down	change_speed
i'm traveling to ca soon and want to inform my bank	travel_notification
where were you programmed	who_made_you
what are the reviews like for zazie	restaurant_reviews
how many points have i accumulated on my mastercard	rewards_balance
please put my account on hold	freeze_account
is there a minimum amount accepted	min_payment
where can i find my voca account's interest rate	interest_rate
what's the timezone for london	timezone
tell my bank i'll be in cuba beginning the 2nd	travel_notification
how many reward points does my discover card have	rewards_balance
does germany have any travel alerts i should be aware of	travel_alert
how do i spell acquaintance	spelling
submit the order for everything on my shopping list	order
for what time is my meeting with marketing scheduled	meeting_schedule
thanks	thank_you
what ingredients are necessary for a steak	ingredients_list
what name do you call me by	user_name
tell me my payroll account balance	balance
write text and send to someone	text
please whisper	whisper_mode
air amount in tires	tire_pressure
when did i take my car to the mechanic	last_maintenance
i wanna know the meaning of life	meaning_of_life
thank you for that response	thank_you
list my current gps coordinates	current_location
is there a greater purpose in life	meaning_of_life
how much is my current water bill for	bill_balance
i need to cancel my reservations	cancel_reservation
need to know the weather now	weather
what steps do i take if there is a transaction that i do not recognize on my navy federal credit union account	report_fraud
do you have a cookbook that could teach me to make sushi	recipe
what is my american express card's rewards balance	rewards_balance
which fuel does my car take	gas_type
tell me the date, please	date
slow down your talking	change_speed
help me find a hotel in columbus with good reviews	book_hotel
where can i pick up my w2 to do my taxes	w2
can you restore factory settings now	reset_settings
do you know where my cellphone is	find_phone
what is the calorie content of a small bag of lay's potato chips	calories
tell me united's carry on policy	carry_on
i'm on a new job but i need help with my 401k rollover	rollover_401k
what can you do for me	what_can_i_ask_you
do you know when my next day off is coming	next_holiday
how many days before milk expire	food_last
please unlink my phone	sync_device
how do i get to the movie theater by bus	directions
could you tell me what the status of my day off request is	pto_request_status
what's the food can easily get in canada	restaurant_suggestion
put milk on my shopping list cause i'm out of it	shopping_list_update
give me my credit card's apr	apr
how do i make shrimp	recipe
when will my replacement card get mailed	replacement_card_duration
may i know my insurance benefits	insurance
give me restaurant reccomendations	restaurant_suggestion
thanks again	thank_you
can i use oil instead of vinegar	ingredient_substitution
your factory settings need to be reset	reset_settings
how much do i owe on bills	bill_balance
how long will it take to drive to the kroger in westwood	distance
i tried to make a purchase yesterday but my card was declined why	card_declined
give me instructions to change my oil	oil_change_how
what types of furry companions do you have	do_you_have_pets
i want to schedule somewhere get my tires checked out	schedule_maintenance
use delta to book me a flight from dallas to pittsburgh	book_flight
i must know the next holiday	next_holiday
when is my car due for an tire change	tire_change
give me a amusing fact about wolf	fun_fact
do i have meetings with anyone today	meeting_schedule
stop the current song and play the next one on this playlist	next_song
compare fares for al italia from bucharest to tampa returning before thanksgiving	book_flight
see ya	goodbye
can i get a reservation at melting pot tomorrow	accept_reservations
when does pork go bad in the fridge	food_last
pair with phone	sync_device
i need to see the chicken salad's nutritional info	nutrition_info
is there enough money in my discover account for a vacation	balance
if i use my card in denver will i get charged extra	international_fees
tell me my tires' air pressure	tire_pressure
did i had my wife and mine anniversary to my calendar	calendar
give me location for tourist destination in bangkok	travel_suggestion
what is your place of origin	where_are_you_from
just toss a coin	flip_coin
is $30 usd more or less in canada	exchange_rate
i'd like to cancel the party of 7 we reserved at the olive garden	cancel_reservation
what exactly is the status of my application for the credit card	application_status
do you know how do i schedule a meeting	schedule_meeting
my tires need how much more air in them	tire_pressure
please tell me what subjects you like	what_can_i_ask_you
play me some music	play_music
i'd like to report my card as damaged, it's bent	damaged_card
can you remind me the things i was trying to remember	reminder
id like to rent a ford in denver colorado between january 1st to the 3rd	car_rental
set a timer for 15 minutes	timer
what is an anachronism	definition
please cancel my reservation at red lobster for 6	cancel_reservation
please report information about activity on my credit card	report_fraud
please put in a pto request for june 5th and 6th	pto_request
do i have any meetings today between 9 and 10:30	meeting_schedule
what was the date of my last paycheck	payday
what are the ratings for chipotle	restaurant_reviews
can you tell me a good indian dish to make	meal_suggestion
please tell me my bank of america routing number	routing
can you tell me how to jump a car	jump_start
did i remember to add buy flowers to my chore list today	todo_list
forget what i told you to do	cancel
ai, please flip a coin	flip_coin
what's today's weather going to be	weather
can you tell me where my item is	order_status
check meeting rooms available between one and three pm	schedule_meeting
do i have options on how to improve my credit score	improve_credit_score
change your name to something funny	change_ai_name
are there any necessary shots required before travel to thailand	vaccines
do you own a cat or do you own a dog	do_you_have_pets
do you know when you were born	how_old_are_you
what is needed to cook lasagna	ingredients_list
what sort of health benefits do i have	insurance
what am i paying in taxes	taxes
can i increase the credit limit on my capital one card	credit_limit_change
what would you like to call me	user_name
when did i last have my vehicle checked on	last_maintenance
alexa, book a rental car to los angeles county in 2 hours	car_rental
i must say goodbye	goodbye
are there any travel alerts for syria	travel_alert
when will my aa flight be landing	flight_status
please add to my calendar for the staff meeting that is scheduled on march 1, 2019 at 10 am	calendar_update
play next song	next_song
are any meetings booked for today	meeting_schedule
what is my cable bill minimum payment	min_payment
can you turn my lights down just a bit	smart_home
can you spell water	spelling
go over my meeting schedule with me please	meeting_schedule
what is the square root of 8814	calculator
i need this song on my meditation playlist	update_playlist
how can i increase my aa credit card limit	credit_limit_change
search for how to change my oil	oil_change_how
i didnt hear what you just said, can you say it again	repeat
i want my account locked out	freeze_account
want 5 minute timer	timer
when is my next direct deposit from my job	payday
inform me of my current credit rating	credit_score
fly me from pit to pdx on delta for under $300	book_flight
how many weeks of vacation do i have	pto_balance
how much is $1 usd worth in euros	exchange_rate
how much is my electricity bill costing me	bill_balance
please schedule an event called 'nadine's baby shower' on my calendar	calendar_update
what is my salary right now	income
suggest some things for me to do while i am in los angeles	travel_suggestion
clear something up, are you a robot	are_you_a_bot
who is in charge of you when you work	who_do_you_work_for
nice to see you again	goodbye
turn on whisper mode	whisper_mode
i would appreciate it if you help me turn the car on	smart_home
start the dishwasher	smart_home
can you tell me my minimum due for citicard	min_payment
can you get me a table for 5 at outback steakhouse at 6:30pm	restaurant_reservation
give me vacation days remaining, please	pto_balance
i would like to pay my cell phone bill	pay_bill
i need a spider fact	fun_fact
if i were english how would i say subway	translate
how many days do i have to wait for my card	replacement_card_duration
what is the meaning of the word lux	definition
tell me how much money i've spent on fast food in the past week	spending_history
does spirit allow more than one carry on	carry_on
what in the world is my credit rating	credit_score
let's hear my workout playlist	play_music
can you please let me know when next my tires are due to be changed	tire_change
i want to change my credit limit	credit_limit_change
what do i have to do today	todo_list
what is the amount of my federal taxes	taxes
help needed to jump start my car	jump_start
i need to get a flight out of lax to dia on the 16th for under four hundred	book_flight
does delta have any restrictions for what i can carry on	carry_on
what's your birth date	how_old_are_you
where are you originally from before coming here	where_are_you_from
hola	greeting
stop speaking	cancel
send fraudulent activity information	report_fraud
what ingredients do i need to make potato skins	ingredients_list
who do you think i am	user_name
skip to the next song	next_song
what can i do to jump start my car	jump_start
can i increase the credit limit for my navy federal card	credit_limit_change
raise volume	change_volume
can you let me know the status of my discover credit card application status	application_status
what is the definiton of auspicious	definition
does redrobin take reservations	accept_reservations
i need to freeze my bank account	freeze_account
where can i find measurement conversions	measurement_conversion
the apr on my visa card is what	apr
when do i need to pay my at&t bill	bill_due
tell me what the date is tomorrow	date
what are the rules for carry on luggage for delta	carry_on
john is my name	change_user_name
today is which day of the week	date
that's all, bye	goodbye
can you find out if my application at smith bank was approved or not  i applied for s credit card a month ago	application_status
need airplane ridge from philadelphia to atlanta leaving on the 5th of june and returning on the 8th of june	book_flight
i purchased new tires yesterday, should i buy new ones	tire_change
will i be safe going to south america	travel_alert
i wish i knew how to spell mississippi	spelling
can you check washing the dishes off on my to do list	todo_list_update
what is the lowest amount i can pay for my cable bill	min_payment
when can i expect to be paid	payday
i would like to increase my credit limit, can i do so by 500 dollars	credit_limit_change
what would i be referred to as	user_name
what does the word ataraxy mean	definition
set my oven to 350 for me right now	smart_home
have the riots in france triggered any alerts for people traveling to there	travel_alert
compose a text to mom i'll talk to you later	text
i need help paying my hoa bill	pay_bill
figure out why there is a block on my account please	account_blocked
i need you to act swiftly and freeze all activity on my capital one checking	freeze_account
what's it doing outside right now	weather
time to replace my credit card	replacement_card_duration
i want us to speak to each other in spanish from now on	change_language
tell me something funny about horses	tell_joke
what location do you see me at right now	current_location
stop please	cancel
how is the traffic at the nearest wal-mart pharmacy	traffic
set the ceiling fan to low	smart_home
which purchases are on my shopping list	shopping_list
please help me find my phone, because i lost it	find_phone
how much gas do i have	gas
schedule car repairs	schedule_maintenance
i need to be reminded to do something	reminder_update
my visa has been damaged	damaged_card
are there any new harmful things that could affect my credit score	improve_credit_score
i was at albertsons trying to buy milk when my card wasn't accepted	card_declined
does bj's take reservations	accept_reservations
was my order shipped here	order_status
"did i add ""cleaning the foyer"" to my todo list yet"	todo_list
i want you to reset to brand new please	reset_settings
goodbye to you	goodbye
please get rid off everything on my to do list	todo_list_update
can you find my iphone	find_phone
please tell me how to spell the word coup	spelling
i want to know my credit rating	credit_score
find out the reason why am i locked out of my bank account	account_blocked
help me find my credit score	credit_score
your answer was enjoyable	thank_you
can you tell me what ingredients are needed for cinnamon buns	ingredients_list
visa's are hard to get do i need one when i travel to israel	international_visa
how should i go about improving my credit score	improve_credit_score
what is the time for a tire change	tire_change
pass me my gps coordinates	current_location
how much do i pay the government in taxes	taxes
yesterday, my card was declined	card_declined
can i get a new card	new_card
start my vehicle	smart_home
can you tell me the definition of yttrbium	definition
please order me a 7lb bag of world's best cat litter from targetcom	order
is it possible to apply for a visa card	new_card
where was your home before here	where_are_you_from
what vaccinations are required to enter paris from outside the country	vaccines
i want you to cancel my reservation for 5 at red robin	cancel_reservation
what would be good for dinner	meal_suggestion
can you confirm my reservation for applebees at 2:00	confirm_reservation
how long is the wait at imanas	how_busy
what is the weather like in denver	weather
please remind me to do this later	reminder_update
is it ok to use bananas instead of oranges in the recipe	ingredient_substitution
i need to rent a car in boston	car_rental
what is a good beef recipe	recipe
is it okay to use butter instead of margarine	ingredient_substitution
tell me all about the meaning of life	meaning_of_life
thanks for that	thank_you
where can i schedule to get my tires checked out	schedule_maintenance
can i get the minimum payment for my credit card	min_payment
i need the dollar amount due on my verizon bill, please	bill_balance
please cancel the last input	cancel
are you paid by somebody	who_do_you_work_for
what is today's date	date
set an alarm for nine minutes from now	timer
can i substitute cream for milk	ingredient_substitution
what is the song on speaker	what_song
i would like to know the status of my credit card application	application_status
day that i get paid	payday
alexa, buy a new television	order
what do you do for fun alexa	what_are_your_hobbies
is almond milk an acceptable substitute for milk	ingredient_substitution
will i pay extra if i use my card in juarez	international_fees
can i redeem my points by transferring them to someone as a gift	redeem_rewards
what is the minimum payment for my power bill	min_payment
i need to know if cleaning out the fridge is on my to do list	todo_list
can i change my credit limit	credit_limit_change
who do i contact to report fraud on my visa	report_fraud
i'm so glad you helped me!	thank_you
tell me a joke about elephants	tell_joke
please reserve me a table for 2 pm at maxwell's on the 14th	restaurant_reservation
i wanna learn a phrase in russian	translate
what's the weekend forecast	weather
whats the due date for z bill	bill_due
can you tell me what caused my card to get declined at starbucks this morning	card_declined
what's the definition of luminescent	definition
how long is the wait at applebee's tonight	how_busy
what's the routing number for my chase account	routing
what are the top 10 ways to build my credit score	improve_credit_score
what stuff would i need to make tortellini	ingredients_list
how often should i change the oil	oil_change_when
delete the hair appointment i had scheduled on may 1st pleae	calendar_update
i really need to find the interest rate for my checking account	interest_rate
what amount of tax should i pay	taxes
let shih chieh see my location	share_location
can you speak faster	change_speed
can i start talking to you in spanish	change_language
i need to order more checks for my savings account	order_checks
know any dad jokes	tell_joke
what types of pets do you keep	do_you_have_pets
how do i change a car's oil	oil_change_how
how healthy is pecan pie	nutrition_info
please tell me what amount i'm earning	income
are there a lot of calories in muffins	calories
what's the current weather	weather
what did i write down on my shopping list this time	shopping_list
what's the nutritional information of iceberg lettuce	nutrition_info
what does adulation mean	definition
can i hear my smooth jazz playlist	play_music
what is the length of time it takes a new card to get mailed to me	replacement_card_duration
please make sure my account is frozen	freeze_account
what would be the least i could pay on this bill	min_payment
what is my limit on my visa card	credit_limit
yeah, that's right	yes
help me to roll over my 401k	rollover_401k
can you tell me who made the ai	who_made_you
would you tell me your age	how_old_are_you
how much have i spent on food recently	spending_history
if you were smart, would you know my name	user_name
let me know when you were made	where_are_you_from
what do you feel like doing	greeting
how can i see my rewards for my visa card	rewards_balance
what type of gas do i need to use in this car	gas_type
is there traffic on dove road	traffic
what steps can i take to build my credit score	improve_credit_score
please tell me how much money i have in my bank accounts	balance
check what's on my calendar for tuesday	calendar
what is the status of my new credit card application	application_status
read off shopping list	shopping_list
schedule a pto request for me on march 1-2	pto_request
what signs should i look for to know if i should change my tires	tire_change
i was at publix trying to buy some food but my card wouldnt work	card_declined
where to report lost discover credit card	report_lost_card
set a timer for me	timer
how do i change my oil with the correct type	oil_change_how
when is my next paycheck due	payday
what are the ai's hobbies	what_are_your_hobbies
please tell me all the purchases on my hy-vee card for this statement period	transactions
flip me a coin	flip_coin
what do i have going on march 2nd on my calendar	calendar
add cleaning to my to do list	todo_list_update
what are my benefits on the insurance	insurance
i need your assistance to solve this math problem	calculator
what is the time in the utc timezone	time
what is the timezone for san francisco	timezone
is there a travel alert for russia	travel_alert
put milk on my shopping list	shopping_list_update
how long is the shipping for my replacement card	replacement_card_duration
how would you say fly in italian	translate
can you find me a reputable hotel in honolulu	book_hotel
i have to roll over my 401k to a new account and i don't know how	rollover_401k
will you help me figure out how to transfer my 401k	rollover_401k
how long before the next holiday here	next_holiday
where did i last place my phone	find_phone
how high is my credit limit for my wells fargo card	credit_limit
the time please	time
your answer pleased me	thank_you
on feb 3rd i changed my tires are they still good	tire_change
which company programmed you	who_made_you
ai, my name is deb please use my name when you talk to me	change_user_name
i need to know what ingredients are in a french baguette	ingredients_list
what health benefits can i use	insurance
i wish to know when my flight will land	flight_status
tell me how to change the oil in 2014 odyssey	oil_change_how
do i need shots before traveling to mexico	vaccines
tell me the weather	weather
i need a hand getting this gas bill paid	pay_bill
what's my visa cards balance for rewards	rewards_balance
reset all settings to the factory settings	reset_settings
you need to shut it	cancel
can you suggest a meal from ireland for me	meal_suggestion
will you repeat my reminder list	reminder
i want to hear my shower playlist	play_music
my card is lost how do i report it	report_lost_card
can you tell me when i'm supposed to get paid	payday
