@relation valley

@attribute  X1 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X2 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X3 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17} 
@attribute  X4 {0,1,2,3,4,5,6,7,8,9,10,11,12,13} 
@attribute  X5 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17} 
@attribute  X6 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X7 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X8 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X9 {0,1,2,3,4,5,6,7,8} 
@attribute  X10 {0,1,2,3,4,5,6,7,8,9,10} 
@attribute  X11 {0,1,2,3,4,5,6,7} 
@attribute  X12 {0,1,2,3,4,5,6,7} 
@attribute  X13 {0,1} 
@attribute  X14 {0,1,2,3,4,5,6,7,8} 
@attribute  X15 {0,1,2,3,4,5,6,7} 
@attribute  X16 {0,1,2,3,4,5,6,7,8,9,10,11,12,13} 
@attribute  X17 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X18 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15} 
@attribute  X19 {0,1,2,3,4,5,6,7,8,9,10} 
@attribute  X20 {0,1,2,3,4,5,6,7,8,9,10,11} 
@attribute  X21 {0,1,2,3,4,5,6,7} 
@attribute  X22 {0,1,2,3,4,5,6,7,8,9,10,11} 
@attribute  X23 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18} 
@attribute  X24 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18} 
@attribute  X25 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14} 
@attribute  X26 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X27 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18} 
@attribute  X28 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X29 {0,1,2,3,4,5} 
@attribute  X30 {0,1,2,3,4,5,6} 
@attribute  X31 {0,1,2,3,4,5,6} 
@attribute  X32 {0,1,2,3,4,5,6,7,8} 
@attribute  X33 {0,1,2,3,4,5,6,7,8,9,10,11,12,13} 
@attribute  X34 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17} 
@attribute  X35 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14} 
@attribute  X36 {0,1,2,3,4,5,6,7,8,9,10} 
@attribute  X37 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X38 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23} 
@attribute  X39 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21} 
@attribute  X40 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19} 
@attribute  X41 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14} 
@attribute  X42 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X43 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17} 
@attribute  X44 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16} 
@attribute  X45 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18} 
@attribute  X46 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14} 
@attribute  X47 {0,1,2,3,4,5,6} 
@attribute  X48 {0,1,2,3,4,5,6,7,8,9,10} 
@attribute  X49 {0,1,2,3,4,5} 
@attribute  X50 {0,1,2,3,4,5,6,7,8,9,10,11,12,13} 
@attribute  X51 {0,1,2,3,4,5,6,7} 
@attribute  X52 {0,1,2,3,4,5} 
@attribute  X53 {0,1,2,3,4,5,6,7,8,9,10,11,12,13} 
@attribute  X54 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X55 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14} 
@attribute  X56 {0,1,2,3,4,5,6,7,8,9,10,11} 
@attribute  X57 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X58 {0,1,2,3,4,5} 
@attribute  X59 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16} 
@attribute  X60 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20} 
@attribute  X61 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17} 
@attribute  X62 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X63 {0,1,2,3,4,5,6,7,8,9,10,11} 
@attribute  X64 {0,1,2,3,4,5,6,7,8,9,10} 
@attribute  X65 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18} 
@attribute  X66 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15} 
@attribute  X67 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19} 
@attribute  X68 {0,1} 
@attribute  X69 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22} 
@attribute  X70 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26} 
@attribute  X71 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16} 
@attribute  X72 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15} 
@attribute  X73 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26} 
@attribute  X74 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16} 
@attribute  X75 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20} 
@attribute  X76 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23} 
@attribute  X77 {0,1,2,3,4,5,6,7,8,9,10,11,12,13} 
@attribute  X78 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18} 
@attribute  X79 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X80 {0,1,2,3,4,5,6,7,8} 
@attribute  X81 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21} 
@attribute  X82 {0,1,2,3,4,5,6,7,8,9,10} 
@attribute  X83 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X84 {0,1,2,3,4,5} 
@attribute  X85 {0,1,2,3,4,5,6,7} 
@attribute  X86 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X87 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X88 {0,1,2,3,4,5,6,7,8} 
@attribute  X89 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19} 
@attribute  X90 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15} 
@attribute  X91 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14} 
@attribute  X92 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16} 
@attribute  X93 {0,1,2,3,4,5,6,7,8,9,10,11,12} 
@attribute  X94 {0,1,2,3,4,5,6,7,8} 
@attribute  X95 {0,1,2,3,4,5,6,7} 
@attribute  X96 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X97 {0,1,2,3,4,5,6,7} 
@attribute  X98 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X99 {0,1,2,3,4,5,6,7,8,9} 
@attribute  X100 {0,1,2,3,4,5,6,7,8,9,10,11,12,13} 
@attribute  class {0,1}

@data
5,8,13,11,12,12,7,8,6,10,6,6,1,4,3,6,6,11,5,6,4,7,12,10,7,9,12,7,5,6,4,5,10,15,8,7,2,15,15,17,12,10,15,14,14,11,6,10,1,8,5,3,9,5,12,9,9,3,12,14,15,8,9,8,16,11,13,0,13,20,10,11,19,10,16,18,9,12,11,7,19,8,9,3,5,8,10,8,15,9,8,9,9,5,4,5,4,6,6,9,0
5,6,11,9,10,10,7,6,6,7,6,6,1,4,3,6,6,11,5,6,4,6,12,10,7,8,11,7,5,6,2,4,10,15,8,7,2,15,15,16,11,8,13,12,12,10,6,10,1,8,5,3,9,5,10,7,9,3,10,12,13,6,7,6,14,11,11,0,13,18,9,11,17,10,14,16,9,10,11,7,17,8,9,3,5,8,9,8,15,9,8,9,9,5,4,5,4,6,6,9,1
2,2,6,4,5,5,3,4,4,4,4,2,1,0,0,2,2,5,1,2,2,1,2,2,0,4,5,0,0,0,0,2,5,5,5,5,0,8,6,7,6,2,2,4,6,2,2,2,1,2,2,2,2,2,4,3,5,1,4,2,2,2,2,2,7,7,2,0,6,4,2,5,6,7,6,2,4,0,0,2,2,2,2,1,0,2,3,3,3,3,4,3,2,0,2,2,2,2,2,3,0
4,5,9,7,8,8,6,6,6,6,6,5,1,3,3,6,6,11,4,6,4,4,9,9,6,8,11,6,4,5,2,4,9,14,7,7,1,14,14,15,10,8,13,12,12,9,6,10,1,7,5,2,9,4,10,7,8,3,10,11,12,6,5,5,14,11,11,0,13,18,9,11,19,10,14,16,9,10,11,7,17,8,9,3,5,8,9,8,15,9,8,9,8,4,4,5,4,5,5,8,1
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,2,2,7,1,2,2,1,4,4,0,6,8,0,0,0,0,2,7,7,6,7,0,8,9,7,6,2,4,4,8,7,2,4,1,2,2,2,2,2,5,5,7,1,5,2,2,2,3,2,7,7,2,0,6,4,2,5,6,7,8,5,5,2,2,2,4,2,2,1,2,2,5,4,7,4,6,5,2,0,2,2,2,2,2,3,0
2,2,6,4,5,5,3,6,4,4,4,4,1,2,1,4,4,9,1,4,2,1,6,4,3,8,11,3,1,5,2,4,7,10,6,7,0,10,12,11,8,6,11,10,10,7,4,8,1,2,3,2,5,2,7,5,7,3,10,4,6,4,4,2,11,9,8,0,9,13,6,9,14,10,13,15,9,8,9,5,11,5,5,3,4,5,7,7,11,7,6,7,4,2,4,5,4,2,2,3,0
2,2,6,4,5,5,3,4,4,4,4,2,1,0,0,2,2,5,1,2,2,1,2,2,0,4,4,0,0,0,0,2,4,4,4,4,0,4,3,6,5,2,2,4,3,2,2,2,1,2,2,2,2,2,3,1,4,1,4,2,2,2,2,2,7,7,2,0,6,4,2,5,6,7,6,1,4,0,0,2,2,2,2,1,0,2,2,2,2,2,3,2,2,0,2,2,2,2,2,3,0
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,2,2,8,1,2,2,1,4,4,1,6,9,1,0,1,0,3,7,8,6,7,0,9,10,7,6,2,4,4,8,7,2,4,1,2,2,2,2,2,6,5,7,1,6,2,2,2,4,2,7,7,3,0,8,7,3,8,9,7,9,8,5,3,3,2,6,2,2,1,2,3,5,5,7,5,6,5,2,0,2,2,2,2,2,3,0
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,2,2,7,1,2,2,1,4,4,0,6,8,0,0,0,0,2,7,7,6,7,0,8,9,7,6,2,4,4,8,7,2,4,1,2,2,2,2,2,5,5,7,1,6,2,2,2,4,2,7,7,2,0,6,4,3,5,6,7,8,6,5,2,2,2,4,2,2,1,2,2,5,4,7,4,6,5,2,0,2,2,2,2,2,3,1
9,12,17,13,17,12,9,9,8,10,7,7,1,8,7,13,9,15,10,11,7,11,18,18,14,12,18,9,5,6,6,8,13,17,14,10,9,23,21,19,14,12,17,16,18,14,6,10,5,13,7,5,13,9,14,11,12,5,16,20,17,12,11,10,18,15,19,1,22,26,16,15,26,16,20,23,13,18,12,8,21,10,12,5,7,12,12,8,19,15,14,16,12,8,7,9,7,9,9,13,1
2,2,6,4,5,5,3,4,4,4,4,2,1,0,0,2,2,5,1,2,2,1,2,2,0,4,4,0,0,0,0,2,5,5,5,5,0,7,4,7,6,2,2,4,6,3,2,2,1,2,2,2,2,2,3,3,5,1,4,2,2,2,2,2,7,7,2,0,6,4,2,5,6,7,6,2,4,0,0,2,2,2,2,1,0,2,3,3,3,3,3,2,2,0,2,2,2,2,2,3,1
9,12,17,13,17,12,9,9,8,10,7,7,1,8,7,13,9,15,10,11,7,11,18,18,14,12,18,9,5,6,6,8,13,17,14,10,9,23,21,19,14,12,17,16,18,14,6,10,5,13,7,5,13,9,14,11,12,5,16,20,17,12,11,10,18,15,19,1,21,26,15,14,26,16,20,23,12,17,11,8,21,10,12,5,7,12,12,8,19,15,14,16,12,8,7,9,7,9,9,13,1
8,11,16,12,17,12,8,9,6,10,7,7,1,7,6,12,8,15,10,9,7,11,18,17,14,12,18,9,5,6,6,8,11,15,12,8,5,18,16,17,12,12,15,14,14,11,6,10,3,11,5,5,11,7,12,11,12,4,16,18,17,10,11,10,18,13,19,0,16,22,12,13,22,12,16,18,9,14,11,8,19,9,10,3,5,8,10,8,15,11,10,13,12,8,6,7,6,9,9,13,0
5,7,12,10,11,11,7,7,6,9,6,6,1,4,3,6,6,11,5,6,4,7,12,10,7,9,12,7,5,6,3,4,10,15,8,7,2,15,14,14,9,6,12,12,12,10,6,10,1,8,5,3,9,5,11,8,9,3,11,13,14,7,8,7,15,11,12,0,13,19,10,11,18,10,15,17,9,11,11,7,18,8,9,3,5,8,9,8,15,9,8,9,9,5,4,5,4,6,6,9,0
5,8,13,11,13,12,7,8,6,10,6,7,1,6,5,10,6,13,6,8,5,9,16,15,10,10,16,9,5,6,4,6,10,15,10,7,3,17,15,17,12,10,15,14,14,11,6,10,1,9,5,3,9,5,12,11,9,3,14,16,17,10,11,10,16,11,17,0,13,20,10,11,21,10,16,18,9,14,11,7,19,8,9,3,5,8,10,8,15,9,8,11,12,8,6,7,6,7,7,11,1
9,12,17,13,17,12,9,9,6,10,7,7,1,8,7,13,9,15,10,11,7,11,18,17,14,12,18,9,5,6,6,8,13,17,14,10,7,21,19,17,12,12,17,16,16,11,6,10,5,13,7,5,13,9,12,11,12,5,16,19,17,10,11,10,18,13,19,0,17,23,12,13,22,12,16,18,9,15,11,8,19,10,10,3,5,8,10,8,15,11,10,13,12,8,6,7,6,9,9,13,0
5,8,13,11,16,12,7,9,6,10,6,7,1,6,5,10,6,14,7,8,6,10,17,16,11,11,17,9,5,6,5,7,10,15,10,7,5,17,15,17,12,10,15,14,14,11,6,10,1,9,5,3,9,5,12,11,9,3,14,16,17,10,11,10,17,11,17,0,13,21,10,11,21,10,16,18,9,14,11,7,19,8,9,3,5,8,10,8,15,10,9,12,12,8,6,7,6,7,7,11,0
9,12,17,13,17,12,9,9,6,10,7,7,1,8,7,13,9,15,10,11,7,11,18,18,14,12,18,9,5,6,6,8,13,17,14,10,9,23,21,19,14,12,17,16,18,14,6,10,5,13,7,5,13,9,14,11,12,5,16,20,17,12,11,10,18,15,19,0,20,24,14,13,24,14,18,21,11,16,11,8,19,10,10,3,5,10,12,8,17,13,12,15,12,8,7,9,7,9,9,13,1
1,2,5,4,5,4,3,3,3,3,3,2,1,0,0,2,2,5,0,2,1,0,1,2,0,4,4,0,0,0,0,2,4,4,5,4,0,4,3,6,5,2,2,4,3,2,2,2,1,2,2,2,2,2,3,0,4,1,4,2,2,2,1,2,6,6,2,0,6,4,2,5,6,6,6,1,4,0,0,1,1,0,0,0,0,2,2,2,2,2,3,2,2,0,1,1,1,1,1,3,0
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2,2,6,4,5,5,3,6,4,4,4,4,1,2,1,4,4,9,1,4,2,1,6,4,3,8,11,3,1,5,2,4,7,10,6,7,0,10,12,11,8,6,11,10,10,7,4,8,1,5,4,2,7,2,8,5,7,3,10,7,8,4,4,3,12,9,9,0,9,14,7,9,15,10,14,16,9,10,9,5,14,6,8,3,4,5,7,7,13,7,6,7,4,2,4,5,4,2,2,3,1
5,8,13,11,12,12,7,8,6,10,6,6,1,4,3,6,6,11,6,7,4,7,13,10,7,10,13,7,5,6,4,6,10,15,8,7,2,15,15,17,12,10,15,14,14,11,6,10,1,8,5,3,9,5,11,8,9,3,11,14,15,8,9,8,16,11,13,0,13,20,10,11,19,10,16,18,9,12,11,7,19,8,9,3,5,8,10,8,15,9,8,9,9,5,4,5,4,6,6,9,0
2,2,6,4,5,5,3,6,4,4,4,4,1,2,1,4,4,8,1,2,2,1,4,4,3,6,9,1,0,1,0,3,7,8,6,7,0,9,11,11,8,6,9,9,10,7,2,6,1,2,3,2,4,2,7,5,7,2,8,3,5,2,4,2,7,9,6,0,9,10,3,8,11,7,9,10,7,5,5,2,6,2,2,1,2,3,5,5,9,7,6,5,2,0,2,3,2,2,2,3,1
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,2,2,7,1,2,2,1,4,4,1,6,9,1,0,1,0,3,7,8,6,7,0,9,10,7,6,2,4,4,8,7,2,4,1,2,2,2,2,2,6,5,7,1,6,2,2,2,4,2,7,7,3,0,8,6,3,7,8,7,9,8,5,3,2,2,5,2,2,1,2,3,5,5,7,5,6,5,2,0,2,2,2,2,2,3,0
5,8,13,11,12,12,7,8,6,10,6,7,1,6,5,7,6,11,6,8,5,9,14,12,9,10,14,9,5,6,4,6,10,15,10,7,3,17,15,17,12,10,15,14,14,11,6,10,1,8,5,3,9,5,12,10,9,3,13,15,16,9,10,9,16,11,14,0,13,20,10,11,20,10,16,18,9,13,11,7,19,8,9,3,5,8,10,8,15,9,8,10,11,7,5,6,5,7,7,11,0
5,8,13,11,15,12,7,8,6,10,6,7,1,6,5,10,6,13,6,8,5,9,16,15,10,10,16,9,5,6,4,6,10,15,10,7,5,17,15,17,12,10,15,14,14,11,6,10,1,9,5,3,9,5,12,11,9,3,14,16,17,10,11,10,16,11,17,0,13,20,10,11,21,10,16,18,9,14,11,7,19,8,9,3,5,8,10,8,15,9,8,11,12,8,6,7,6,7,7,11,1
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,3,3,8,1,2,2,1,4,4,2,6,9,1,0,1,0,3,7,8,6,7,0,9,10,10,8,5,8,8,8,7,2,6,1,2,3,2,3,2,6,5,7,2,8,3,3,2,4,2,7,7,3,0,8,7,3,8,9,7,9,8,5,3,3,2,6,2,2,1,2,3,5,5,7,5,6,5,2,0,2,2,2,2,2,3,1
9,12,17,13,17,12,9,9,8,10,7,7,1,8,7,13,9,15,10,11,7,11,18,18,14,12,18,9,5,6,6,8,13,17,14,10,9,23,21,19,14,12,17,16,18,14,6,10,5,13,7,5,13,9,14,11,12,5,16,20,17,12,11,10,18,15,19,1,21,25,15,14,25,15,19,22,12,17,11,8,20,10,11,4,6,11,12,8,18,14,13,16,12,8,7,9,7,9,9,13,0
5,8,13,11,15,12,7,8,6,10,6,7,1,6,5,10,6,14,8,9,7,11,18,17,14,12,18,9,5,6,6,8,10,15,10,7,5,17,15,17,12,10,15,14,14,11,6,10,1,9,5,3,9,5,12,11,9,3,14,16,17,10,11,10,16,11,17,0,13,20,10,11,21,10,16,18,9,14,11,7,19,8,9,3,5,8,10,8,15,9,8,11,12,8,6,7,6,7,7,11,1
5,7,12,10,11,11,7,7,6,9,6,6,1,4,3,6,6,11,5,6,4,7,12,10,7,9,12,7,5,6,3,4,10,15,8,7,2,15,15,16,11,9,14,13,13,10,6,10,1,8,5,3,9,5,11,8,9,3,10,13,14,7,8,7,15,11,12,0,13,18,9,11,17,10,14,16,9,10,10,6,16,8,9,3,5,8,9,8,15,9,8,9,9,5,4,5,4,6,6,9,0
2,2,6,4,5,5,3,6,4,4,4,4,1,2,1,4,4,8,1,2,2,1,4,4,3,6,9,1,0,1,0,3,7,8,6,7,0,9,10,10,8,5,9,8,10,7,2,6,1,2,3,2,4,2,7,5,7,2,8,3,5,2,4,2,7,9,5,0,8,10,3,8,11,7,9,10,7,5,5,2,6,2,2,1,2,3,5,5,9,7,6,5,2,0,2,3,2,2,2,3,0
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,3,3,8,1,2,2,1,4,4,2,6,9,1,0,1,0,3,7,8,6,7,0,9,10,7,6,2,5,6,8,7,2,5,1,2,2,2,2,2,6,5,7,1,7,2,2,2,4,2,7,7,3,0,8,7,3,8,9,7,9,8,5,3,3,2,6,2,2,1,2,3,5,5,7,5,6,5,2,0,2,2,2,2,2,3,0
2,2,6,4,5,5,3,6,4,4,4,3,1,2,1,3,4,8,1,2,2,1,4,4,3,6,9,1,0,1,0,3,7,8,6,7,0,9,10,10,8,5,9,8,10,7,2,6,1,2,3,2,3,2,6,5,7,2,8,3,4,2,4,2,7,9,5,0,8,10,3,8,11,7,9,10,7,5,5,2,6,2,2,1,2,3,5,5,9,7,6,5,2,0,2,3,2,2,2,3,1
0,2,2,2,3,1,0,0,1,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,3,3,1,3,0,3,2,3,2,2,0,3,2,1,2,2,1,2,2,2,2,2,3,0,3,1,3,2,2,2,0,2,3,3,2,0,3,2,2,3,3,3,3,0,3,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,0,0,0,0,0,0,3,1
0,2,1,1,2,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,1,2,1,2,0,2,1,0,2,2,1,2,2,2,2,2,2,0,2,1,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,2,2,8,1,2,2,1,4,4,1,6,9,1,0,1,0,3,7,8,6,7,0,9,10,7,6,2,4,5,8,7,2,4,1,2,2,2,2,2,6,5,7,1,6,2,2,2,4,2,7,7,3,0,8,6,3,7,8,7,9,8,5,3,3,2,6,2,2,1,2,3,5,5,7,5,6,5,2,0,2,2,2,2,2,3,0
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,2,2,8,1,2,2,1,4,4,1,6,9,1,0,1,0,3,7,8,6,7,0,9,10,7,6,2,4,5,8,7,2,4,1,2,2,2,2,2,6,5,7,1,6,2,2,2,4,2,7,7,3,0,8,7,3,8,9,7,9,8,5,3,3,2,6,2,2,1,2,3,5,5,7,5,6,5,2,0,2,2,2,2,2,3,1
0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2,1,2,1,2,0,2,1,0,2,2,1,2,2,2,2,2,2,0,2,1,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
2,2,6,4,5,5,3,6,4,4,4,4,1,2,1,4,4,9,1,2,2,1,4,4,3,6,9,1,0,1,0,3,7,8,6,7,0,10,11,11,8,6,9,9,10,7,2,6,1,2,3,2,4,2,7,5,7,3,9,3,5,2,4,2,7,9,6,0,9,10,3,8,11,7,10,10,8,5,5,2,6,3,3,1,2,3,5,5,9,7,6,5,2,0,2,3,2,2,2,3,0
9,12,17,13,17,12,9,9,8,10,7,7,1,8,7,13,9,15,10,11,7,11,18,18,14,12,18,9,5,6,6,8,13,17,14,10,9,23,21,19,14,12,17,16,18,14,6,10,5,13,7,5,13,9,14,11,12,5,16,20,17,12,11,10,18,15,19,0,20,24,14,13,24,14,18,21,11,16,11,8,19,10,10,3,5,10,12,8,17,13,12,15,12,8,7,9,7,9,9,13,1
5,8,13,11,13,12,7,8,6,10,6,7,1,6,5,8,6,11,6,8,5,9,14,12,10,10,14,9,5,6,4,6,10,15,10,7,3,17,15,17,12,10,15,14,14,11,6,10,1,9,5,3,9,5,12,11,9,3,14,16,17,10,11,10,16,11,17,0,13,20,10,11,21,10,16,18,9,14,11,7,19,8,9,3,5,8,10,8,15,9,8,11,12,8,6,7,6,7,7,11,0
9,12,17,13,17,12,9,9,6,10,7,7,1,8,7,13,9,15,10,11,7,11,18,17,14,12,18,9,5,6,6,8,13,17,14,10,7,21,19,17,12,12,17,16,16,11,6,10,5,13,7,5,13,9,12,11,12,4,16,18,17,10,11,10,18,11,17,0,15,22,12,13,22,12,16,18,9,14,11,8,19,9,10,3,5,8,10,8,15,11,10,13,12,8,6,7,6,9,9,13,0
5,8,13,11,15,12,7,8,6,10,6,7,1,6,5,10,6,13,6,8,5,9,16,15,10,10,16,9,5,6,4,6,10,15,10,7,4,17,15,17,12,10,15,14,14,11,6,10,1,9,5,3,9,5,12,11,9,3,14,16,17,10,11,10,16,11,17,0,13,20,10,11,21,10,16,18,9,14,11,7,19,8,9,3,5,8,10,8,15,9,8,11,12,8,6,7,6,7,7,11,0
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,3,3,8,1,2,2,1,4,4,2,6,9,1,0,1,0,3,7,8,6,7,0,9,10,7,6,2,5,6,8,7,2,5,1,2,2,2,2,2,6,5,7,1,6,2,2,2,4,2,7,7,3,0,8,7,3,8,9,7,9,8,5,3,3,2,6,2,2,1,2,3,5,5,7,5,6,5,2,0,2,2,2,2,2,3,0
5,8,13,11,16,12,7,9,6,10,7,7,1,6,5,12,8,15,10,9,7,11,18,17,14,12,18,9,5,6,6,8,10,15,10,7,5,17,15,17,12,11,15,14,14,11,6,10,1,9,5,5,11,5,12,11,9,3,16,17,17,10,11,10,18,11,17,0,13,22,10,11,21,10,16,18,9,14,11,7,19,8,9,3,5,8,10,8,15,11,10,12,12,8,6,7,6,7,7,11,1
9,12,17,13,17,12,9,9,6,10,7,7,1,8,7,13,9,15,10,11,7,11,18,18,14,12,18,9,5,6,6,8,13,17,14,10,7,21,19,17,12,12,17,16,16,11,6,10,5,13,7,5,13,9,12,11,12,5,16,18,17,10,11,10,18,13,19,0,17,23,12,13,22,12,16,19,9,15,11,8,19,10,10,3,5,8,10,8,15,11,10,13,12,8,6,7,6,9,9,13,0
5,8,13,11,13,12,7,8,6,10,6,7,1,6,5,8,6,11,6,8,5,9,15,13,10,10,15,9,5,6,4,6,10,15,10,7,3,17,15,17,12,10,15,14,14,11,6,10,1,9,5,3,9,5,12,11,9,3,14,16,17,10,11,10,16,11,17,0,13,20,10,11,21,10,16,18,9,14,11,7,19,8,9,3,5,8,10,8,15,9,8,11,12,8,6,7,6,7,7,11,1
2,2,6,4,5,5,3,6,4,4,4,3,1,0,0,2,2,7,1,2,2,1,4,4,1,6,9,1,0,1,0,3,7,8,6,7,0,9,10,7,6,2,4,4,8,7,2,4,1,2,2,2,2,2,6,5,7,1,6,2,2,2,4,2,7,7,3,0,8,6,3,7,8,7,9,8,5,3,2,2,5,2,2,1,2,3,5,5,7,5,6,5,2,0,2,2,2,2,2,3,0
5,8,13,11,16,12,7,9,6,10,7,7,1,6,5,12,8,14,9,9,7,11,18,16,13,11,18,9,5,6,6,8,10,15,10,7,5,17,15,17,12,11,15,14,14,11,6,10,1,9,5,4,10,5,12,11,9,3,14,16,17,10,11,10,17,11,17,0,13,22,10,11,21,10,16,18,9,14,11,7,19,8,9,3,5,8,10,8,15,11,10,12,12,8,6,7,6,7,7,11,0
2,2,6,4,5,5,3,5,4,4,4,2,1,0,0,2,2,5,1,2,2,1,3,3,0,5,6,0,0,0,0,2,6,5,6,7,0,8,9,7,6,2,2,4,7,4,2,4,1,2,2,2,2,2,5,5,7,1,5,2,2,2,3,2,7,7,2,0,6,4,2,5,6,7,8,3,5,2,2,2,3,2,2,1,1,2,4,4,4,4,5,4,2,0,2,2,2,2,2,3,0
